release_id,og_title,og_content,og_date_published,og_date_modified,accident_datetime,is_applicable_accident,street,city,number_injured,accident_severity,vehicle_type,driver_age,driver_gender
6,Traffic accident in Marsa,"Yesterday, at around ten minutes to nine in the morning (0850 hrs), the Police were informed of a traffic accident in Triq Aldo Moro, Marsa.Preliminary investigations by the District Police found that a collision occurred between a Yamaha motorcycle driven by a 36-year-old man from Cospicua, an Isuzu Elf van driven by a 52-year-old man from Fgura and a Hyundai Kona driven by a 53-year-old man from Żabbar.A medical team was called on site to assist and an ambulance took the motorcyclist to Mater Dei Hospital for treatment. He was later certified to have sustained grievous injuries.Police investigations in connection with this incident are ongoing.",2025-04-16,2025-04-16,15/04/2025 08:50,TRUE,Triq Aldo Moro,Marsa,0,not injured,Car,53,M
7,Van-car collision in Lija,"Today, at around 1030hrs, the Police were informed of a traffic accident in Mosta Road, Lija.The Police immediately went to the scene and from a preliminary investigation it resulted that a collision had occurred between a Renault Trafic van driven by a 24-year-old man residing in Mtarfa and a Suzuki Swift driven by an 81-year-old man residing in Mosta. In the Suzuki, there was also a 79-year-old woman who lives in Mosta.Members of the Civil Protection Department were called to the scene, as well as a medical team, and ambulances took all the people to Mater Dei Hospital to be given the necessary treatment.Unfortunately, the woman was certified dead a short time later while the other elderly man is in a serious condition. The other man was certified with slight injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while Police investigations are ongoing.",2025-07-23,2025-07-25,23/07/2025 10:30,TRUE,Mosta Road,Lija,1,Slight,Van,24,M
7,Van-car collision in Lija,"Today, at around 1030hrs, the Police were informed of a traffic accident in Mosta Road, Lija.The Police immediately went to the scene and from a preliminary investigation it resulted that a collision had occurred between a Renault Trafic van driven by a 24-year-old man residing in Mtarfa and a Suzuki Swift driven by an 81-year-old man residing in Mosta. In the Suzuki, there was also a 79-year-old woman who lives in Mosta.Members of the Civil Protection Department were called to the scene, as well as a medical team, and ambulances took all the people to Mater Dei Hospital to be given the necessary treatment.Unfortunately, the woman was certified dead a short time later while the other elderly man is in a serious condition. The other man was certified with slight injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while Police investigations are ongoing.",2025-07-23,2025-07-25,23/07/2025 10:30,TRUE,Mosta Road,Lija,1,Fatal,Car,81,M
7,Van-car collision in Lija,"Today, at around 1030hrs, the Police were informed of a traffic accident in Mosta Road, Lija.The Police immediately went to the scene and from a preliminary investigation it resulted that a collision had occurred between a Renault Trafic van driven by a 24-year-old man residing in Mtarfa and a Suzuki Swift driven by an 81-year-old man residing in Mosta. In the Suzuki, there was also a 79-year-old woman who lives in Mosta.Members of the Civil Protection Department were called to the scene, as well as a medical team, and ambulances took all the people to Mater Dei Hospital to be given the necessary treatment.Unfortunately, the woman was certified dead a short time later while the other elderly man is in a serious condition. The other man was certified with slight injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while Police investigations are ongoing.",2025-07-23,2025-07-25,23/07/2025 10:30,TRUE,Mosta Road,Lija,1,Serious,Car,81,M
8,Zejtun traffic accident,"This morning, at around 0815 hrs, the Police were informed of a traffic accident in Triq tal-Barrani, Żejtun.Preliminary investigations showed that a collision occurred between a Peugeot Tweet driven by a 66-year-old man from Zabbar and a Kawazaki motorcycle driven by a 30-year-old woman who lives in Marsaxlokk.A medical team was called on site and an ambulance took both drivers to Mater Dei Hospital for treatment. The man was later certified as suffering from serious injuries while the woman was certified as suffering from grievous injuries.Police investigations are ongoing.",2025-08-03,2025-08-03,03/08/2025 08:15,TRUE,Triq tal-Barrani,Żejtun,1,Serious,Car,66,M
8,Zejtun traffic accident,"This morning, at around 0815 hrs, the Police were informed of a traffic accident in Triq tal-Barrani, Żejtun.Preliminary investigations showed that a collision occurred between a Peugeot Tweet driven by a 66-year-old man from Zabbar and a Kawazaki motorcycle driven by a 30-year-old woman who lives in Marsaxlokk.A medical team was called on site and an ambulance took both drivers to Mater Dei Hospital for treatment. The man was later certified as suffering from serious injuries while the woman was certified as suffering from grievous injuries.Police investigations are ongoing.",2025-08-03,2025-08-03,03/08/2025 08:15,TRUE,Triq tal-Barrani,Żejtun,1,Grievious,Motorbike,30,F
9,Motorcyclist injured in traffic accident,"On wednesday the 11th of June, at around four in the afternoon (1545 hrs), the Police were informed of a traffic accident in John Adye Street, Naxxar.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 35-year-old man from Bosnia and Herzegovina and a resident of Għargħur and an Isuzu Rodeo driven by a 59-year-old man from Marsa.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-14,2025-06-14,11/06/2025 15:45,TRUE,John Adye Street,Naxxar,1,Grievious,Motorbike,35,M
9,Motorcyclist injured in traffic accident,"On wednesday the 11th of June, at around four in the afternoon (1545 hrs), the Police were informed of a traffic accident in John Adye Street, Naxxar.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 35-year-old man from Bosnia and Herzegovina and a resident of Għargħur and an Isuzu Rodeo driven by a 59-year-old man from Marsa.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-14,2025-06-14,11/06/2025 15:45,TRUE,John Adye Street,Naxxar,0,not injured,Van,59,M
10,Number of persons hospitalised following Żabbar accident,"Today, at around quarter past nine in the morning (0915 hrs), assistance was requested in St James Square, Zabbar after a vehicle hit a number of people.The Police went immediately on site together with a number of ambulances and members of the Civil Protection Department.It resulted from initial investigations that a 79-year-old man, from Zabbar, lost control of the vehicle he was driving and accidentally hit some persons. He was taken to Mater Dei Hospital for observation, but it was later confirmed that he was not injured.Four women, aged 39, 66, 77 and 84, and two men aged 36 and 81, all residing in Zabbar, were taken to Mater Dei Hospital by ambulances. The 84-year-old woman was later certified as suffering from grievous injuries and the others were certified as suffering from slight injuries. Three other persons were treated at the scene of the accident.Police investigations in connection with this incident are ongoing.",2024-12-28,2024-12-28,28/12/2024 09:15,TRUE,St James Square,Zabbar,9,Grievious,unknown,79,M
11,Motorcycle accident in Naxxar,"This morning at around 0800hrs, a 40-year-old man from Ħaż-Żabbar, was hospitalised at Mater Dei following a traffic accident along the Coast Road in Naxxar.Preliminary investigations showed that the man was riding a Honda CBR motorcycle, lost control and crashed.He was assisted by a medical team and taken to hospital by an ambulance. Later he was certified with serious injuries.Magistrate Dr Joseph Mifsud LL.D was informed about the case and appointed a Magisterial Inquiry whilst Police investigation is still on going.",2025-03-16,2025-03-16,16/03/2025 08:00,TRUE,Coast Road,Naxxar,1,Serious,Motorbike,40,M
12,Italian woman grievously injured in a traffic accident,"An Italian woman was taken to Mater Dei Hospital for some injuries she suffered in a traffic accident in Cospicua Seafront, Cospicua at around 1300hrs.It resulted from initial investigations that the victim was hit by a Nissan March, which was being driven by a 48-year-old man from Kalkara.The woman was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-04-22,2025-04-22,22/04/2025 13:00,TRUE,Cospicua Seafront,Cospicua,1,Grievious,Car,48,M
13,Woman grievously injured in traffic accident,"A 32-year-old woman who lives in Għajnsielem, Gozo, at around 1015hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Żabbar Road, Fgura.Preliminary investigations showed that the victim was hit by a Ford Fiesta, which was being driven by a 78-year-old man residing in Marsascala.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-05-08,2025-05-08,08/05/2025 10:15,TRUE,Żabbar Road,Fgura,1,Grievious,Car,78,M
14,Xewkija traffic accident,"Yesterday evening, at around ten (2200 hrs), the Police were informed of a traffic accident in Triq Sant ‘Elizabetta, Xewkija.From initial investigations it appears that a 64-year-old man from Xagħra was riding a Kentoya motorcycle when he crashed into a barrier and fell off.He was assisted by a medical team and taken by ambulance to the Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-06-14,2025-06-14,13/06/2025 22:00,TRUE,Triq Sant ‘Elizabetta,Xewkija,1,Grievious,Motorbike,64,M
15,Woman grievously injured in traffic accident,"A 77-year-old woman residing in Valletta, at around 0830hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Sa Maison Street, Tal-Pietà.Preliminary investigations showed that the victim was hit by a Hyundai I10, which was being driven by a 75-year-old man residing in Tas-Sliema.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.",2025-09-21,2025-09-24,21/09/2025 08:30,TRUE,Sa Maison Street,Tal-Pietà,1,Grievious,Car,75,M
16,Man grievously injured in a traffic accident,"An 80-year-old man, a resident of Santa Luċija, was taken to Mater Dei Hospital for some injuries he sustained in a traffic accident in Luqa Road, Luqa.It resulted from initial investigations that the victim was hit by Nissan NV 200, which was being driven by a 22-year-old man from Għaxaq.The man was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-04-17,2025-04-17,17/04/2025,TRUE,Luqa Road,Luqa,1,Grievious,Van,22,M
17,Traffic accident in Paola,"Two persons were injured in a collision which occurred early this morning in Triq il-Baċir, Paola.At around half past seven 0730hrs, when the Police were informed of a traffic accident in which a Toyota Ractis driver, an 80-year-old man from Paola, lost control and crashed into a wall. Another 80-year-old man from Paola was also a passenger in the same vehicle.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. They were later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",2025-02-21,2025-02-21,21/02/2025 07:30,TRUE,Triq il-Baċir,Paola,2,Grievious,Car,80,M
18,Girl grievously injured in a traffic accident,"A 13-year-old girl, at around 1015hrs, was taken to Mater Dei Hospital after being injured in a traffic accident in Triq Sir Philip Pullicino, Mtarfa.Preliminary investigations showed that the girl, who was riding a bicycle, was hit by a Ford B Max that was being driven by a 25-year-old man from Mtarfa.The girl was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing",2024-12-22,2024-12-22,22/12/2024 10:15,TRUE,Triq Sir Philip Pullicino,Mtarfa,1,Grievious,Bicycle,13,F
18,Girl grievously injured in a traffic accident,"A 13-year-old girl, at around 1015hrs, was taken to Mater Dei Hospital after being injured in a traffic accident in Triq Sir Philip Pullicino, Mtarfa.Preliminary investigations showed that the girl, who was riding a bicycle, was hit by a Ford B Max that was being driven by a 25-year-old man from Mtarfa.The girl was assisted by a medical team, taken to hospital by an ambulance and later certified to have sustained grievous injuries.Police investigations are ongoing",2024-12-22,2024-12-22,22/12/2024 10:15,TRUE,Triq Sir Philip Pullicino,Mtarfa,0,not injured,Car,25,M
19,A collission in Floriana,"A 61-year-old coachman was grievously injured in an accident which occurred at around 1330 hrs in Triq Nazzjonali, Floriana.Preliminary investigations showed that a collision took place between a coachman who resides in Qormi and a Peugeot 508 driven by a 31-year-old man from Cospicua.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",2025-02-21,2025-02-21,21/02/2025 13:30,TRUE,Triq Nazzjonali,Floriana,1,Grievious,Bus,61,unknown
19,A collission in Floriana,"A 61-year-old coachman was grievously injured in an accident which occurred at around 1330 hrs in Triq Nazzjonali, Floriana.Preliminary investigations showed that a collision took place between a coachman who resides in Qormi and a Peugeot 508 driven by a 31-year-old man from Cospicua.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",2025-02-21,2025-02-21,21/02/2025 13:30,TRUE,Triq Nazzjonali,Floriana,0,not injured,Car,31,unknown
20,Man seriously injured in traffic accident,"A 54-year-old man, a resident of Marsa, sustained serious injuries after he was involved in a traffic accident in Triq il-Perit Dom Mintoff, Paola yesterday at around 9pm (2100 hrs).From initial investigations it appears that for some reason the driver who was driving a Honda Fit lost control and crashed into an electricity pole.A medical team assisted the man and was taken to Mater Dei Hospital by ambulance.Magistrate Dr Monica Borg Galea LL.D. was informed and appointed an inquiry while Police investigations in connection with this incident are ongoing.",2025-09-14,2025-09-14,13/09/2025 21:00,TRUE,Triq il-Perit Dom Mintoff,Paola,1,Serious,Car,54,M
21,Man grievously injured in traffic accident,"Yesterday, at around quarter past three in the afternoon (1515 hrs), the Police were informed of a traffic accident in Triq Emmanuele Luigi Galizia, Marsa.Preliminary investigations showed that a collision occurred between a Daelim motorcycle driven by a 55-year-old man from Birżebbuġa and a BMW 318 driven by a 33-year-old woman from Luqa. A 74-year-old man from Luqa was passenger in the car.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-30,2025-08-30,29/08/2025 15:15,TRUE,Triq Emmanuele Luigi Galizia,Marsa,1,Grievious,Motorbike,55,M
21,Man grievously injured in traffic accident,"Yesterday, at around quarter past three in the afternoon (1515 hrs), the Police were informed of a traffic accident in Triq Emmanuele Luigi Galizia, Marsa.Preliminary investigations showed that a collision occurred between a Daelim motorcycle driven by a 55-year-old man from Birżebbuġa and a BMW 318 driven by a 33-year-old woman from Luqa. A 74-year-old man from Luqa was passenger in the car.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where he was later certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-30,2025-08-30,29/08/2025 15:15,TRUE,Triq Emmanuele Luigi Galizia,Marsa,0,not injured,Car,33,F
22,Traffic accident in Gudja,"Yesterday, at around (1945hrs), the police were informed of a traffic accident in Dawret il-Gudja, Gudja.Preliminary investigations showed that a collision occurred between a Skoda Fabia driven by a 50-year-old man from Gudja and a Ford Fiesta, who at the time was on the side of the road with a puncture.At the time of the impact, a 29-year-old man from Birzebbugia was injured after he was trapped between the two vehicles.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified with serious injuries.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",2024-12-14,2024-12-14,13/12/2024 19:45,TRUE,Dawret il-Gudja,Gudja,0,not injured,Car,50,M
22,Traffic accident in Gudja,"Yesterday, at around (1945hrs), the police were informed of a traffic accident in Dawret il-Gudja, Gudja.Preliminary investigations showed that a collision occurred between a Skoda Fabia driven by a 50-year-old man from Gudja and a Ford Fiesta, who at the time was on the side of the road with a puncture.At the time of the impact, a 29-year-old man from Birzebbugia was injured after he was trapped between the two vehicles.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified with serious injuries.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",2024-12-14,2024-12-14,13/12/2024 19:45,TRUE,Dawret il-Gudja,Gudja,1,Serious,Car,unknown,unknown
23,Man grievously injured in traffic accident,"A 53-year-old man who lives in Msida, at around 1000hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq L. Zamenhof corner with Triq Xmiexi, Msida.Preliminary investigations showed that the man was hit by a Ford Transit, which was being driven by a 24-year-old man also residing in Msida.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-05-07,2025-05-07,07/05/2025 10:00,TRUE,Triq L. Zamenhof corner with Triq Xmiexi,Msida,1,Grievious,Van,24,M
24,Traffic accident in Birżebbuġa,"Today, at around 1315 hrs, the Police were informed of a traffic accident in Triq Għar Dalam, Birżebbuġa.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 23-year-old Albanian from Birżebbuġa and a Honda NSS motorcycle that was being driven by a 34-year-old man from Zejtun.A medical team was called on site and an ambulance took the biker to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",2025-05-07,2025-05-07,07/05/2025 13:15,TRUE,Triq Għar Dalam,Birżebbuġa,0,not injured,Van,23,unknown
24,Traffic accident in Birżebbuġa,"Today, at around 1315 hrs, the Police were informed of a traffic accident in Triq Għar Dalam, Birżebbuġa.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 23-year-old Albanian from Birżebbuġa and a Honda NSS motorcycle that was being driven by a 34-year-old man from Zejtun.A medical team was called on site and an ambulance took the biker to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",2025-05-07,2025-05-07,07/05/2025 13:15,TRUE,Triq Għar Dalam,Birżebbuġa,1,Grievious,Motorbike,34,M
25,Marsa traffic accident,"Today, at about 0745hrs, the Police were informed of a traffic accident in Triq Diċembru Tlettax, Marsa.The Police went immediately on site and preliminary investigations showed that a 36-year-old Turkish national, resident in Zabbar, lost control of the Toyota Vitz he was driving and crashed into the barriers and a pole.The victim was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Civil Protection Department personnel were also on site to assist.Police investigations are still ongoing.",2024-12-27,2024-12-27,27/12/2024 07:45,TRUE,Triq Diċembru Tlettax,Marsa,1,Grievious,Car,36,M
26,Motorcycle accident in Marsa,"A 43-year-old Nepalese man and residing in Msida, at around 1430hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in December 13 Road, Marsa.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and crashed into a pole.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing",2025-05-04,2025-05-04,04/05/2025 14:30,TRUE,December 13 Road,Marsa,1,Serious,Motorbike,43,M
27,Attard fatal accident,"A 25-year-old man, a resident of Mtarfa, lost his life late last night in a traffic accident in Attard.The accident occurred at around 2120hrs in Triq L-Imdina.Preliminary investigations showed that the victim was driving a Mercedes, lost control and as a result the car crashed into a tree. Police, medical teams from Mater Dei and members of the Civil Protection Department were immediately called on site. Unfortunately, the man was certified dead on the spot.Magistrate Dr Ian Farrugia LL.D appointed an inquiry assisted by various experts, while Police investigations in connection with this incident are still ongoing.",2025-01-07,2025-01-07,06/01/2025 21:20,TRUE,Triq L-Imdina,Attard,1,Fatal,Car,25,M
28,Traffic accident in Gudja,"Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ġwann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.",2025-10-05,2025-10-05,04/10/2025 23:00,TRUE,Triq Dawret il-Gudja,Gudja,0,not injured,Car,49,M
28,Traffic accident in Gudja,"Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ġwann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.",2025-10-05,2025-10-05,04/10/2025 23:00,TRUE,Triq Dawret il-Gudja,Gudja,0,not injured,Car,19,unknown
28,Traffic accident in Gudja,"Late yesterday evening, at around 11:00 p.m. (2300hrs), the Police were informed of a traffic accident in Triq Dawret il-Gudja, Gudja.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old from San Ġwann. Followwing the intial impact, the Hyundai veered into the opposite lane and collided with a Renault Captur.The Renault was driven by a 50-year-old man. Also inside the vehicle were two women aged 69 and 43, as well as a 14-year-old girl and a 14-year-old boy, all residents of Rabat.A medical team was called to the scene, and an ambulance took the 43-year-old woman together with the two children to Mater Dei Hospital. Later, the 14-year-old boy was certified to have suffered grievous injuries, while the girl and the 43-year-old woman suffered slight injuries.Police investigations into this accident are still ongoing.",2025-10-05,2025-10-05,04/10/2025 23:00,TRUE,Triq Dawret il-Gudja,Gudja,2,Grievious,Car,50,M
