article_id,og_title,og_content,og_date_published,og_created_at,accident_datetime,is_applicable_accident,street,city,number_injured,accident_severity,vehicle_type,driver_age,driver_gender
4087,Man who crashed into skip on St Paul's Bay bypass dies in hospital,"Updated 12pm with victim's name A motorcyclist who smashed into a skip on the St Paul's Bay bypass this week has died, the police have said.  Dieter Vink, 54, was riding a Honda motorcycle on Wednesday evening when he crashed into a skip placed on the bypass' final curve leading to the Xemxija roundabout. Police and emergency responders rushed to the scene and took him to Mater Dei Hospital for treatment. On Saturday morning, the police issued a statement to inform the public that he had died while there. Vink was a British national who lived in Mellieħa. A hairdresser by training, he switched careers some years back and worked as a customer service specialist.    Transport Malta, Infrastructure Malta and the St Paul's Bay local council have all said they had not issued a permit to allow the skip to be parked on the busy thoroughfare on the day of the crash.   The skip is believed to have been placed there by a contractor carrying out works on a boundary wall in the area.  St Paul's Bay mayor Censu Galea said the skip had also been placed on the road a few months back, and that residents nearby had complained at the time about it being a danger.",14/12/2024,2025-07-03 15:13:49.04234+00,11/12/2024 17:00,TRUE,St Paul's Bay bypass,St Paul's Bay,1,Fatal,Motorbike,54,M
4049,Motorcyclist seriously injured in Xewkija crash,"A motorcyclist was seriously injured on Sunday night in a crash on Triq l-Imġarr, Xewkija. The police said in a statement the accident was reported at 8.30pm and involved a Toyota Tercel driven by an 86-year-old woman from Xewkija and a Benelli bike driven by a 45-year-old from Sannat. The motorcyclist was rushed to the Gozo General Hospital where he was certified to have suffered serious injuries. Police investigations and a magisterial inquiry are ongoing.",16/12/2024,2025-07-03 15:13:39.40956+00,15/12/2024 20:30,TRUE,Triq l-Imġarr,Xewkija,0,not injured,Car,86,F
4049,Motorcyclist seriously injured in Xewkija crash,"A motorcyclist was seriously injured on Sunday night in a crash on Triq l-Imġarr, Xewkija. The police said in a statement the accident was reported at 8.30pm and involved a Toyota Tercel driven by an 86-year-old woman from Xewkija and a Benelli bike driven by a 45-year-old from Sannat. The motorcyclist was rushed to the Gozo General Hospital where he was certified to have suffered serious injuries. Police investigations and a magisterial inquiry are ongoing.",16/12/2024,2025-07-03 15:13:39.40956+00,15/12/2024 20:30,TRUE,Triq l-Imġarr,Xewkija,1,Serious,Motorbike,45,M
4034,"Police officer seriously injured in crash, relatives urge blood donations","Relatives and friends of a police officer who was injured in a tragic accident on Friday are urging people to donate blood as his condition remains serious. Chris Bonello, 29, was fixing a punctured tyre on a Ford Fiesta that stopped on Dawret il-Gudja at around 7.45pm on Friday when he was hit by a Skoda Fabia. He was seriously injured and rushed to Mater Dei Hospital, where he remains on Monday.  Bonello was off-duty during the accident. Close friends confirmed with Times of Malta he was still undergoing serious operations and was being treated in intensive care. His condition remains serious but stable. Several urged social media users to keep the man in their prayers, while others urged people to donate blood. Over the weekend, the Guardamangia Blood Bank said reserves - mainly O positive and A positive - remained low and operations could be cancelled as a result. Concert cancelled Bonello is also a band member of the Società Filarmonica Maria Mater Gratiæ Żabbar, with whom he played the tuba. In solidarity with the victim, the band club has cancelled its Christmas concert, planned for December 18.  The band club too is urging people to donate blood and asked anyone interested to join its members in a blood drive to call 7923 3928.  Among those who took to social media, Żabbar Autofest wished Bonello - one of its founding members - a ""speedy recovery"". ""Our thoughts and prayers are with Chris and his family during this difficult time. Stay strong, Chris, We are all with you."" One of his aunts described the ordeal as a ""time of great pain"". Those who wish to give blood and have any queries should phone 8007 4313 to check if they are eligible. Donors should take their identity card, driving licence or Maltese passport with them. To keep updated, look up National Blood Transfusion Service – Malta on Facebook.",16/12/2024,2025-07-03 15:13:35.635996+00,13/12/2024 19:45,TRUE,Dawret il-Gudja,Gudja,1,Serious,Pedestrian,29,M
4034,"Police officer seriously injured in crash, relatives urge blood donations","Relatives and friends of a police officer who was injured in a tragic accident on Friday are urging people to donate blood as his condition remains serious. Chris Bonello, 29, was fixing a punctured tyre on a Ford Fiesta that stopped on Dawret il-Gudja at around 7.45pm on Friday when he was hit by a Skoda Fabia. He was seriously injured and rushed to Mater Dei Hospital, where he remains on Monday.  Bonello was off-duty during the accident. Close friends confirmed with Times of Malta he was still undergoing serious operations and was being treated in intensive care. His condition remains serious but stable. Several urged social media users to keep the man in their prayers, while others urged people to donate blood. Over the weekend, the Guardamangia Blood Bank said reserves - mainly O positive and A positive - remained low and operations could be cancelled as a result. Concert cancelled Bonello is also a band member of the Società Filarmonica Maria Mater Gratiæ Żabbar, with whom he played the tuba. In solidarity with the victim, the band club has cancelled its Christmas concert, planned for December 18.  The band club too is urging people to donate blood and asked anyone interested to join its members in a blood drive to call 7923 3928.  Among those who took to social media, Żabbar Autofest wished Bonello - one of its founding members - a ""speedy recovery"". ""Our thoughts and prayers are with Chris and his family during this difficult time. Stay strong, Chris, We are all with you."" One of his aunts described the ordeal as a ""time of great pain"". Those who wish to give blood and have any queries should phone 8007 4313 to check if they are eligible. Donors should take their identity card, driving licence or Maltese passport with them. To keep updated, look up National Blood Transfusion Service – Malta on Facebook.",16/12/2024,2025-07-03 15:13:35.635996+00,13/12/2024 19:45,TRUE,Dawret il-Gudja,Gudja,0,not injured,Car,50,Unknown
4007,TM suspends permits of contractor responsible for skip involved in fatal crash,"Transport Malta has suspended future permits for the contractor responsible for a skip left on the St Paul’s Bay bypass that was hit by a motorcyclist in a fatal accident last week. In a statement on Monday evening, TM said it had “suspended any future permits for this contractor until all safety standards are assured,” while confirming the contractor had “illegally” resumed works last week without a valid permit or informing the agency. “These works had been stopped for months, and any resumption without proper authorisation is entirely the responsibility of the contractor,” it said. Dieter Vink, 54, was riding a Honda motorcycle on Wednesday evening when he smashed into the stationery garbage skip placed on the bypass' final curve leading to the Xemxija roundabout. The collision left Vink in a critical condition and he was taken to Mater Dei Hospital for treatment, there succumbing to his injuries on Friday night. Footage of the incident generated an outpouring of grief and anger, with many calling for accountability over what they claimed as negligence on the part of the contractor. Times of Malta has been informed by multiple sources that the contractor in question is JV Infrastructure. Repeated attempts to contact the company were unsuccessful. Vink’s family have said they “want justice, and we will not let him pass in vain,” and have demanded accountability for the events that led to the popular hairdresser’s death. Speaking to Times of Malta less than 24 hours after his death, the family said Vink had suffered catastrophic brain trauma in the accident, with other injuries including a broken right arm, several fractured ribs, a punctured liver and spleen, two black eyes and cuts and bruises all over his body. Fleur Marie Cilia Buckett said the crash helmet the motorcyclist was wearing at the time of the crash looked like “corn flakes,” while stressing Vink was a careful rider. “That could have easily been any of us,” she said. The skip left on the road earlier that day is believed to have been placed there while JV Infrastructure was carrying out works on a boundary wall in the area.  St Paul's Bay mayor Censu Galea said the skip had also been placed on the road a few months before the fatal incident and that residents nearby had complained at the time about it being a danger.",16/12/2024,2025-07-03 15:13:29.189831+00,11/12/2024 17:00,TRUE,St Paul’s Bay bypass,St. Paul’s Bay,1,Fatal,Motorbike,54,M
4024,‘I’m tired of going to friends’ funerals’: bikers' anger after skip crash death,"The president of a motorcycle advocacy group has expressed his anger at the perceived negligence of the authorities, which he says led to the death of a biker last week. Dieter Vink, 54, died last Friday, two days after crashing his motorcycle into a skip positioned on the final curve of the St Paul’s Bay bypass before the Xemxija roundabout.  “I’m sick of going to funerals. It feels like our lives are cheap,” Galea said, mentioning the deaths of Johanna Boni, after being hit by a truck in 2015, and Marie Claire Lombardi, who lost control of her bike after it skidded on olives spilled onto the road in 2022. Speaking about the experience of riding a motorcycle more generally, Galea said it had become more dangerous to drive on Malta’s roads over the past four or five years. “I think it’s because drivers are frustrated by the ever-increasing traffic, which in turn leads them to drive in an impatient and careless manner. Right now, the situation feels like it’s beyond repair,” he said. Aldo Overend, a committee member of the NGO, echoed Galea’s sentiments.  “We just hope this accident will lead to action because we can’t go on like this,"" he said. ""While riding, I feel like I constantly have to dodge heavy vehicles, construction materials, fresh concrete and water leaking from bowsers, as well as reckless car drivers not taking us into account."" Official data shows almost 40 per cent of all road traffic casualties involve motorcyclists.  Vink’s family and friends have vowed to get justice for his death and are seeking legal advice. A GoFundMe page has been set up to raise funds to cover funeral and legal expenses, along with a fundraising bike ride planned for December 28, starting at Mater Dei Hospital and ending at Vink’s second home, The Pitstop in Xemxija.",17/12/2024,2025-07-03 15:13:33.296013+00,11/12/2024 17:00,TRUE,St Paul’s Bay bypass,St Paul’s Bay,1,Fatal,Motorbike,54,M
4014,"Two passenger vans crash, one overturns in Siġġiewi collision","Updated 6 pm  Two passenger vans crashed in the limit of Siġġiewi on Tuesday afternoon, causing one of them to overturn.  The incident was initially reported by Transport Malta, who in a statement said that the incident involved a minivan carrying school children and that no injuries were reported.  However, when contacted the police said that since the incident was reported at 2.15 pm four people had been taken to Mater Dei Hospital.  Later on Tuesday police were able to confirm that the collision had occurred between a Mercedes Sprinter and a Renault Master on Triq Mons Mikiel Azzopardi.  The Mercedes Sprinter, a school van, was being driven by a 52-year-old man from Għargħur, remained upright and neither the driver nor the passengers were injured.  The Renault Master was being driven by a 46-year-old man from San Ġwann and overturned as a result of the crash.  Four passengers in the van, three women aged 44, 48 and 63 from Siġġiewi and a 43-year-old woman from Rabat were injured and taken to Mater Dei Hospital.  Their condition had not been established at time of writing.  The road has since been reopened to traffic.",17/12/2024,2025-07-03 15:13:30.845498+00,17/12/2024 14:15,TRUE,Triq Mons Mikiel Azzopardi,Siġġiewi,0,not injured,Van,52,M
4014,"Two passenger vans crash, one overturns in Siġġiewi collision","Updated 6 pm  Two passenger vans crashed in the limit of Siġġiewi on Tuesday afternoon, causing one of them to overturn.  The incident was initially reported by Transport Malta, who in a statement said that the incident involved a minivan carrying school children and that no injuries were reported.  However, when contacted the police said that since the incident was reported at 2.15 pm four people had been taken to Mater Dei Hospital.  Later on Tuesday police were able to confirm that the collision had occurred between a Mercedes Sprinter and a Renault Master on Triq Mons Mikiel Azzopardi.  The Mercedes Sprinter, a school van, was being driven by a 52-year-old man from Għargħur, remained upright and neither the driver nor the passengers were injured.  The Renault Master was being driven by a 46-year-old man from San Ġwann and overturned as a result of the crash.  Four passengers in the van, three women aged 44, 48 and 63 from Siġġiewi and a 43-year-old woman from Rabat were injured and taken to Mater Dei Hospital.  Their condition had not been established at time of writing.  The road has since been reopened to traffic.",17/12/2024,2025-07-03 15:13:30.845498+00,17/12/2024 14:15,TRUE,Triq Mons Mikiel Azzopardi,Siġġiewi,4,Slight,Van,46,M
3999,Doctors ask: Where is the Transport Safety Investigative Commission?,"A promised Transport Safety Investigative Commission whose setting up was promised in December 2022 has still not materialised, the Doctors for Road Safety said on Tuesday. The NGO noted the recent 'horrific' crashes and expressed condolences to the victims. The promised commission, it said, was essential to investigate such crashes and bring about changes to prevent their reoccurrence. The setting up of the commission, it recalled, was promised following the first National Road Safety Conference it organised in 2022.  ""This lethargy is symptomatic of road safety not being given its urgent due priority by policymakers in this country."" The NGO urged road users to be cautious and attentive on the roads, especially during the festive season. Last September, the Insurance Association of Malta also expressed concern about the delayed Transport Safety Investigation Commission and the Road Safety Bureau that was to be part of it.  Currently, magisterial inquiries and police investigations are the only methods of investigating road accidents in Malta. These inquiries determine civil or criminal liabilities, and their conclusions generally remain confidential. Times of Malta had reported that the bureau was delayed by the judiciary’s hesitancy to share the contents of magisterial inquiries owing to the confidentiality of investigations and the privacy of those involved.  In April, Times of Malta also reported that the existing Road Safety Council, which brings together road safety stakeholders, had not met since appointing a new chairman five months previously.",17/12/2024,2025-07-03 15:13:27.107065+00,17/12/2024 0:00,FALSE,,,,,,,
3989,Crash between bus and car on busy Blata l-Bajda road causes traffic tailback,"Updated 6.50pm A crash between a private vehicle and a public bus on Triq Dicembru Tlettax in Blata l-Bajda caused a traffic tailback on the busy street at peak hours. Motorists told Times of Malta the crash happened on the Marsa-bound lane, not far from Our Lady of the Miraculous Medal church. The police said no one was injured in the crash. Malta Public Transport said in a statement that according to CCTV footage, the bus was stationary at the bus stop for some time before the collision. ""No injuries were reported. The company thanks the authorities for their immediate assistance.""",19/12/2024,2025-07-03 15:13:24.515299+00,19/12/2024 0:00,TRUE,Triq Dicembru Tlettax,Blata l-Bajda,0,not injured,Car,Unknown,Unknown
3989,Crash between bus and car on busy Blata l-Bajda road causes traffic tailback,"Updated 6.50pm A crash between a private vehicle and a public bus on Triq Dicembru Tlettax in Blata l-Bajda caused a traffic tailback on the busy street at peak hours. Motorists told Times of Malta the crash happened on the Marsa-bound lane, not far from Our Lady of the Miraculous Medal church. The police said no one was injured in the crash. Malta Public Transport said in a statement that according to CCTV footage, the bus was stationary at the bus stop for some time before the collision. ""No injuries were reported. The company thanks the authorities for their immediate assistance.""",19/12/2024,2025-07-03 15:13:24.515299+00,19/12/2024 0:00,TRUE,Triq Dicembru Tlettax,Blata l-Bajda,0,not injured,Bus,Unknown,Unknown
3991,Woman seriously injured in Naxxar traffic accident,"A 30-year-old woman from Birkirkara was taken to hospital with serious injuries after appearing to have lost control of the motorcycle she was riding. The accident occurred on Tul il-Kosta in Naxxar. The woman was treated at the scene before being taken to hospital, where her injuries were certified as serious. Police investigations are ongoing.",20/12/2024,2025-07-03 15:13:25.065219+00,20/12/2024 0:00,TRUE,Tul il-Kosta,Naxxar,1,Serious,Motorbike,30,F
3976,Child and elderly woman seriously injured in separate traffic accidents,"A child and an elderly woman were left with serious injuries on Friday after being hit by a car in separate traffic accidents. The first incident occurred at around 11:30am on Triq in-Naxxar, Birkirkara, when a 72-year-old woman from Mosta was hit by a Peugeot 307 driven by a 43-year-old man from Marsaskala. Around 15 minutes later, a two-year-old child was hit by a Suzuki SX4 driven by a 44-year-old man from Mtarfa on Triq San Ġwann Bosco in Sliema. Both victims were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",20/12/2024,2025-07-03 15:13:21.448115+00,20/12/2024 11:30,TRUE,Triq in-Naxxar,Birkirkara,1,Serious,Pedestrian,72,F
