id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
article_3586.0,"Pedestrian, 63, run over by car in Sliema","A 63-year-old pedestrian was injured in Sliema when he was hit by a car at around 4.45pm on Wednesday. The police said the accident was reported at 4.45pm onÂ Triq Ä uÅ¼e' HowardÂ corner with Triq GÄ§ar Id-Dud. Both roads have been closed to traffic.Â  The person behind the wheel of the Toyota Aygo that hit the man has been identified as a 36-year-old Indian national from San Ä wann. The pedestrian, from Sliema, was rushed to Mater Dei Hospital. His condition remains unknown. Police investigations are ongoing.",15/01/2025,2025-01-15 16:45:00,triq guze' howard corner with triq ghar id-dud,sliema,not injured,36,M,0,Car,Serious,63,M,1,Pedestrian,,,,,,,,,,,20250115,Serious,1,sliema,triq guze howard,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,False,True,35.91672,14.50203,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
release_88,Man grievously injured in traffic accident,"A 63-year-old man who lives in Å»urrieq, at around 1930hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Blue Grotto Avenue, Å»urrieq.Preliminary investigations showed that the man was hit by a Citroen Saxo, which was being driven by a 19-year-old man residing in Luqa.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",15/01/2025,2025-01-15 19:30:00,blue grotto avenue,zurrieq,Grievious,19,M,1,Car,,,,,,,,,,,,,,,,20250115,Grievious,1,zurrieq,blue grotto avenue,evening,False,False,True,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.8298773,14.4695035,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_3551.0,Motorcyclist grievously injured in Naxxar crash,"A 34-year-old motorcyclist was grievously injured in a crash at 10.15am in Naxxar on Thursday. The police said the accident, on Triq il-Fortizza tal-Mosta involved a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorbike driven by the man, a Mosta resident. The man was given first aid on site and rushed to Mater Dei Hospital. Police investigations are ongoing.",16/01/2025,2025-01-16 10:15:00,triq il-fortizza tal-mosta,naxxar,not injured,45,F,0,car,Serious,34,M,1,Motorbike,,,,,,,,,,,20250116,Serious,1,naxxar,triq il-fortizza tal-mosta,morning,False,False,False,False,True,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.92741,14.45192,secondary,False,False,False,True,False,False,Northern,False,False,True,False,False
article_102356.0,Watch: Alleged Bidnija killer rams car in road rage incident in January,"A man accused of the recent Bidnija murder was at the wheel of a truck that appeared to have deliberately ploughed into a vehicle in an incident last January, according to footage obtained by Times of Malta. The alleged road rage incident shows the large vehicle driving straight into the car on the road as a man is seen trying to close the back passenger door.Â Mohamed Hamdan was later identified as the driver of the truck. The incident happened on January 20 on Triq it-Turisti in St Paulâ€™s Bay. Hamdan, 46, who has a history of crime, stands accused of killing Jean Paul Busuttil following a collision between the two on a country lane in Bidnija early on June 29. He is pleading not guilty to all charges.  Surveyorsâ€™ reports seen by Times of Malta detail the extensive damage sustained by the car of the victim, who is still chasing his money. One of the reports states that the car sustained â€œvery extensive damages on the left side panels, rear and right frontâ€. The collision also caused the left side airbags to deploy. The left side panels were pushed onto the passengerâ€™s compartment. The rear extensive damage affected the tailgate, rear panel, tow bar, rear trim and rear right wing. It estimated the total repair costs at â‚¬13,759. The surveyor appointed by the insurance estimated the repair works at â‚¬15,658. Questions have been sent to the police about the case. Times of Malta understands that they are expected to take action.",14/07/2025,2025-01-20 00:00:00,triq it-turisti,st paul's bay,not injured,46,M,0,van,not injured,none,none,0,car,,,,,,,,,,,20250120,not injured,0,san pawl il bahar,triq it-turisti,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,True,False,True,1,0,1,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,False,False,False,True,35.95031,14.40688,secondary,False,False,False,True,False,False,Northern,False,False,True,False,False
release_105,Sliema traffic accident,"Yesterday, at around 1800 hrs, the Police were informed of a traffic accident in Triq Rodolfu, Sliema.Preliminary investigation showed that a collision occurred between a Dacia Duster that was being driven by a 47-year-old Filipino man from Santa Venera and a Kymco Agility motorcycle that was being driven by a 51-year-old man from Sliema.The biker was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further medical attention. He was later certified to have sustained grievous injuries.The Police are investigating the case.",23/01/2025,2025-01-22 18:00:00,triq rodolfu,sliema,not injured,47,M,0,Car,Grievious,51,M,1,Motorbike,,,,,,,,,,,20250122,Grievious,1,sliema,triq rodolfu,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.9104721,14.4987943,tertiary,False,False,False,False,True,False,Northern,False,False,True,False,False
release_40,Fatal motorcycle accident,"A 36-year-old Italian man, residing in Birkirkara, lost his life late last night in a traffic accident in Msida.The accident happened at around 2015hrs in Mikiel Anton Vassalli Street.From initial investigations it appears that the man was riding a Honda motorcycle and while he was in the tunnel, he lost control, crashed into the wall and fell.The victim was immediately assisted by a medical team and taken to Mater Dei Hospital by ambulance. Unfortunately, he was certified dead shortly afterwards.Magistrate Dr Philip Galea Farrugia LL. D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",24/01/2025,2025-01-23 20:15:00,mikiel anton vassalli street,msida,Fatal,36,M,1,Motorbike,,,,,,,,,,,,,,,,20250123,Fatal,1,msida,triq mikiel anton vassalli,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,35.8981962,14.4867393,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_3408.0,Motorcyclist injured in Coast Road crash,"Updated 5pm A collision between a car and a motorcycle close to Salini on Saturday afternoon forced the partial closure of the Coast Road.Â  A 46-year-old man from Fgura was driving his Suzuki motorcycle towards St Paul's Bay when he collided with a BMW heading towards St Julian's.Â  Police said the man was injured and taken to Mater Dei Hospital but is not in danger of dying. The BMW driver was not injured. Earlier on Saturday traffic towards St Julian's had been at a standstill, but resumed normal function once the road reopened at 5pm.",25/01/2025,2025-01-25 13:00:00,coast road,salini,Slight,46,M,1,Motorbike,Serious,Unknown,Unknown,0,Car,,,,,,,,,,,20250125,Serious,1,naxxar,coast road,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.9462438,14.4481762,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
release_54,Man grievously injured in traffic accident,"Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paulâ€™s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",26/01/2025,2025-01-25 14:30:00,coast road,naxxar,Grievious,46,M,1,Motorbike,not injured,30,M,1,Car,,,,,,,,,,,20250125,Grievious,2,naxxar,coast road,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.9462438,14.4481762,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
release_47,Persons injured in separate traffic accidents,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in Dâ€™ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",01/02/2025,2025-02-01 05:00:00,hal farrug rd,luqa,Grievious,34,M,1,Car,,,,,,,,,,,,,,,,20250201,Grievious,1,luqa,hal farrug street,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,35.85463,14.48697,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
release_470,Persons injured in separate traffic accidents,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.The second incident happened for about the 1245hrs, in Dâ€™ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",01/02/2025,2025-02-01 12:45:00,rue d'argens st,gzira,not injured,30,M,0,Car,Grievious,59,M,1,Motorbike,,,,,,,,,,,20250201,Grievious,1,gzira,rue d'argens,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.9066493,14.4936073,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
release_79,Man grievously injured in a traffic accident,"Yesterday, at around 1900 hrs, the Police were informed of a traffic accident in Triq il-Palma, Paola.Preliminary investigations showed that a 68-year-old man, a resident of Paola, was hit by a Renault Clio that was being driven by a 44-year-old man, also a resident of Paola.The victim was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case",04/02/2025,2025-02-03 19:00:00,triq il-palma,paola,Grievious,44,M,1,Car,,,,,,,,,,,,,,,,20250203,Grievious,1,paola,triq il-palma,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.8709648,14.5040803,tertiary,False,False,False,False,True,False,Southern Harbour,False,False,False,False,True
article_3197.0,Two injured in Å»ejtun crash,"A motorcyclist and a pillion rider were seriously injured in a collision in Å»ejtun on Tuesday morning. The police said the crash occurred in Triq Alfredo Cachia Zammit at 11.30am. It involved a Skoda Fabia driven by a 58-year-old woman from Å»abbar and a Yamaha T115 driven by a 66-year-old man from Cospicua accompanied by a 56-year-old woman from Cospicua, who was riding pillion. Both were given first aid by a medical team before being hospitalised. . The police are investigating.",04/02/2025,2025-02-04 11:30:00,triq alfredo cachia zammit,zejtun,not injured,58,F,0,Car,Serious,66,M,2,Motorbike,,,,,,,,,,,20250204,Serious,2,zejtun,triq alfredo cachia zammit,morning,False,False,False,False,True,False,False,False,False,True,True,0,0,0,1,1,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.8565578,14.5306657,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
release_107,Motorcycle accident in Attard,"A 52-year-old man and residing in Ä¦aÅ¼-Å»ebbuÄ¡, at around 0900hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Vjal L-Istadium Nazzjonali in Taâ€™ Qali, Attard.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",05/02/2025,2025-02-05 09:00:00,vjal l-istadium nazzjonali,attard,Grievious,52,M,1,Motorbike,,,,,,,,,,,,,,,,20250205,Grievious,1,attard,vjal l-istadium nazzjonali,morning,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,35.8905211,14.4223,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
article_3169.0,Motorcyclist injured in traffic accident on Naxxar's Labour Avenue,"A motorcyclist was rushed to Mater Dei Hospital on Thursday morning following a traffic accident on Labour Avenue in Naxxar. The police toldÂ Times of MaltaÂ the 35-year-old man, from Mosta, was driving a Yamaha XP560 on Labour Avenue at around 8am.Â  He was involved in a crash with a Toyota Vitz driven by a 26-year-old woman from Å»abbar. The motorcyclist was rushed to Mater Dei. While hisÂ condition remains unknown, he did not suffer life-threatening injuries. Police investigations are ongoing.",06/02/2025,2025-02-06 08:00:00,labour avenue,naxxar,Slight,35,M,1,Motorbike,not injured,26,F,0,Car,,,,,,,,,,,20250206,Slight,1,naxxar,triq il-labour,early_morning,False,True,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.91438,14.44251,residential,False,False,True,False,False,False,Northern,False,False,True,False,False
release_100,Traffic accident in Gozo,"Yesterday, at around 2100hrs, the Police were informed of a traffic accident in Triq ir-Rabat, Å»ebbuÄ¡, Gozo.The Police immediately went to the scene and from a preliminary investigation it was revealed that a 25-year-old Macedonian resident of Å»ebbuÄ¡, Gozo, lost control of the Isuzu WFR van he was driving and fell into a valley about one and a half stories high. In the van, there was a 36-year-old compatriot also resident of Å»ebbuÄ¡, Gozo.Members of the Civil Protection and a medical team were called to the scene to assist. An ambulance took the men to the Gozo General Hospital to receive the necessary treatment, where they were certified with grievous injuries.Police investigations are still ongoing.",09/02/2025,2025-02-08 21:00:00,triq ir-rabat,zebbug,Grievious,25,M,2,Van,,,,,,,,,,,,,,,,20250208,Grievious,2,zebbug,triq ir-rabat,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,True,False,False,False,36.0672705,14.259524,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
release_102,Two policemen injured in Tarxien accident,"Two police officers were grievously injured last night when they were involved in an accident while following a vehicle which left the scene at excessive speed after the driver noticed the presence of the police.At around 0130hrs, the Police were asked to assist on an argument in Å»urrieq. Upon arriving in the vicinity, they noticed a person who was involved in the case fleeing the scene with a BMW.The police therefore followed this vehicle and as soon as they arrived in Triq is-Sorijiet, Tarxien, the Corps vehicle, Hyundai Tucson, was involved in a collision with a Fiat 500, driven by a 25-year-old woman residing in Tarxien. The two policemen were taken to Mater Dei Hospital for treatment and were certified to be suffering from grievous injuries, while the woman suffered slight injuries.Six parked vehicles were hit as a result of the impact.A number of persons are being spoken to by the Police about the case.Police investigations into this case are ongoing.",09/02/2025,2025-02-09 01:30:00,triq is-sorijiet,tarxien,Grievious,unknown,unknown,2,Car,Slight,25,F,1,Car,,,,,,,,,,,20250209,Grievious,3,tarxien,triq is-sorijiet,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,False,True,True,0,1,1,2,False,False,False,False,True,False,False,0,0,0,0,2,0,0,True,False,False,False,35.8702636,14.5103851,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
release_43,Woman grievously injured in traffic accident,"A 75-year-old woman who lives in Marsascala, at around 0945hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Santâ€™Antnin, Marsascala.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 54-year-old woman residing in Marsascala aswell.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",09/02/2025,2025-02-09 09:45:00,triq santantnin,marsascala,Grievious,54,F,1,Car,,,,,,,,,,,,,,,,20250209,Grievious,1,marsascala,triq sant antnin,morning,False,False,False,False,True,False,False,False,False,True,False,0,0,0,1,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,False,False,35.862551,14.5587173,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_3090.0,Fatal Kirkop tunnels crash happened 'during illegal car race',"A motorist who died late on Monday was taking part in an illegal car race, sources confirmed on Tuesday. Christ Gatt, 24, of Mtarfa, died on the spot after his BMW crashed into a concrete pillar at the mouth of the Kirkop tunnels, having apparently clipped a centre strip and careened across the road. ""Thank God there was nobody on the other lane as the consequences would have been far worse,"" a source close to the investigation told Times of Malta.Â  A passenger in the car was injured and hospitalised after the 9pm accident.Â   And a friend from school, Charlot Spiteri, described him as a person ""with a kind heart and always with a smile on his face"".Â  He was the fourth person to die on Malta's roads so far this year.Â  Italian motorcyclist Danilo De Dominicis was killed on January 23 after crashing into the wall of the Tal-Qroqq tunnels.Â  A 24-year-old pedestrian, Gauri Kumari Baral, died six days after she was hit by a pick up truck on January 6. Malta's first crash victim of the year was Alejandro Brincat, 25, from Mtarfa, who was killed when his car smashed into a tree on the Mdina road in Attard, also on January 6.",11/02/2025,2025-02-10 21:00:00,kirkop tunnels,kirkop,Fatal,24,M,2,Car,,,,,,,,,,,,,,,,20250210,Fatal,2,kirkop,luqa road,evening,False,False,True,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,True,False,35.8628353,14.498719,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
article_3001.0,Motorcyclist hurt in Iklin midnight collision,A motorcyclist was grievously injured in a midnight collision with a car in Iklin on Friday night. The 39-year-old Lija man was riding a Keeway motorbike when he was involved in a crash with a 42-year-old St Paulâ€™s Bay woman driving Toyota Passo. The crash occurred on Triq il-Wied and was reported at midnight. A medical team was called to the scene and took the man to Mater Dei Hospital by ambulance. Doctors there certified his injuries as being of a grievous nature. The police said they are investigating the case.,15/02/2025,2025-02-14 23:45:00,triq il-wied,iklin,Grievious,39,M,1,Motorbike,not injured,42,F,0,Car,,,,,,,,,,,20250214,Grievious,1,iklin,triq il-wied,night,False,False,False,False,False,True,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.90473,14.45781,residential,False,False,True,False,False,False,Central,True,False,False,False,False
release_41,Traffic accident in Iklin,"Today, at around midnight (0000 hrs), the Police were informed of a traffic accident in Valley Road, Iklin.From preliminary investigations it resulted that a collision occurred between a Toyota Passo driven by a 42-year-old woman from St Paulâ€™s Bay and a Keeway motorcycle driven by a 39-year-old man from Lija.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",15/02/2025,2025-02-15 00:00:00,valley road,iklin,not injured,42,F,0,Car,Grievious,39,M,1,Motorbike,,,,,,,,,,,20250215,Grievious,1,iklin,valley road,night,False,False,False,False,False,True,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,False,False,35.89784,14.49012,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
article_2974.0,Cyclist grievously injured in SiÄ¡Ä¡iewi,"A 50-year-old cyclist was grievously injured when he lost control of his bike and hit a car on Triq il-Kilpa, SiÄ¡Ä¡iewi. The police said the accident was reported on SundayÂ at around 11am. The cyclist, from Mosta, hit a Toyota Vitz driven by a 55-year-old from SiÄ¡Ä¡iewi. He was rushed to Mater Dei.Â  Police investigations are ongoing.",16/02/2025,2025-02-16 11:00:00,triq il-kilpa,siggiewi,Serious,50,M,1,Bicycle,not injured,55,Unknown,0,Car,,,,,,,,,,,20250216,Serious,1,siggiewi,triq il-kilpa,morning,False,False,False,False,True,False,False,False,False,True,False,0,0,0,2,0,True,False,True,1,0,1,2,False,False,True,False,True,False,False,0,0,1,0,1,0,0,True,False,False,False,35.83247,14.43691,residential,False,False,True,False,False,False,Central,True,False,False,False,False
release_48,Traffic accident in Gozo,"Today, at around 1245hrs, the Police were informed of a traffic accident in Giorgio Borg Olivier Street, Victoria, Gozo.The Police went immediately on site and preliminary investigations showed that a Kia Ceed driven by a 21-year-old man residing in Qala, Gozo, overturned after crashing into a wall.A medical team and Civil Protection personnel were called on site to assist, and an ambulance took the man to Gozo General Hospital for treatment. He was later certified with serious injuries.Magistrate Dr Simone Grech LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",17/02/2025,2025-02-17 12:45:00,giorgio borg olivier street,victoria,Serious,21,M,1,Car,,,,,,,,,,,,,,,,20250217,Serious,1,victoria,gorg borg olivier street,afternoon,True,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,36.04447,14.23953,primary,False,True,False,False,False,False,Gozo,False,True,False,False,False
article_2940.0,Three-year-old girl among four injured after car and truck collide,"A three-year-old girl was among four people taken to hospital after a crash between a trailer truck and a car on Ä¦al Far road on Monday afternoon. The accident took place at about 1pm on the road, which is parallel to the airport runway. A man and woman aged 30 and 27 from Marsascala were in the Suzuki Swift car along with the young girl, and the 44-year-old trailer driver, also a Marsascala resident, are being treated at Mater Dei. Transport Malta closed the road in both directions.",17/02/2025,2025-02-17 13:00:00,hal far road,birzebbuga,Unknown,30,M,3,Car,Unknown,44,M,1,Van,,,,,,,,,,,20250217,Serious,4,birzebbuga,hal far road,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,False,True,True,False,0,0,0,0,1,1,0,False,False,False,True,35.84792,14.5129,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
release_42,Car-motorcycle collision,"Yesterday, at around 1800hrs, the Police were informed of a traffic accident in Triq Ä¦ompesch, Fgura.Preliminary investigations showed that a collision occurred between a Chevrolet Aveo that was being driven by a 32-year-old Albanian man from Fgura and a Kawazaki ZR750 motorcycle that was being driven by a 45-year-old Italian man from Marsascala.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",20/02/2025,2025-02-19 18:00:00,triq hompesch,fgura,not injured,32,M,0,Car,Grievious,45,M,1,Motorbike,,,,,,,,,,,20250219,Grievious,1,fgura,triq hompesch,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.8723089,14.5218635,primary,False,True,False,False,False,False,South Eastern,False,False,False,True,False
release_17,Traffic accident in Paola,"Two persons were injured in a collision which occurred early this morning in Triq il-BaÄ‹ir, Paola.At around half past seven 0730hrs, when the Police were informed of a traffic accident in which a Toyota Ractis driver, an 80-year-old man from Paola, lost control and crashed into a wall. Another 80-year-old man from Paola was also a passenger in the same vehicle.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. They were later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",21/02/2025,2025-02-21 07:30:00,triq il-bacir,paola,Grievious,80,M,2,Car,,,,,,,,,,,,,,,,20250221,Grievious,2,paola,triq il-bacir,early_morning,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,1,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.87541,14.51328,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
release_19,A collission in Floriana,"A 61-year-old coachman was grievously injured in an accident which occurred at around 1330 hrs in Triq Nazzjonali, Floriana.Preliminary investigations showed that a collision took place between a coachman who resides in Qormi and a Peugeot 508 driven by a 31-year-old man from Cospicua.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",21/02/2025,2025-02-21 13:30:00,triq nazzjonali,floriana,Grievious,61,unknown,1,Bus,not injured,31,unknown,0,Car,,,,,,,,,,,20250221,Grievious,1,floriana,regional road,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,False,False,True,0,0,2,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,False,True,35.9034355,14.4867323,trunk,False,False,False,False,False,True,Southern Harbour,False,False,False,False,True
article_2792.5,Motorcyclist injured in Hamrun hit-and-run,"A motorcyclist was injured when his motorcycle was allegedly hit by a car which did not stop, the police said. The incident happened just before midnight on Monday as the Suzuki motorcycle was being driven in Triq il-Kappillan Mifsud in Hamrun. The 23-year-old motorcyclist from Sta Venera was assisted by a medical team and hospitalised. The police also reported that earlier on Monday, a man and a woman were hurt when their car crashed into a pole in Triq Marfa, MellieÄ§a. The accident happened at 2.15pm when a Toyota Ractis driven by a 50-year-old woman from Victoria, Gozo, crashed into an electricity pole. The woman and a 29-year-old man who was a passenger were both seriously hurt.",25/02/2025,2025-02-24 14:15:00,triq marfa,mellieha,Serious,50,F,2,Car,,,,,,,,,,,,,,,,20250224,Serious,2,mellieha,triq il-marfa,afternoon,True,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,False,True,False,0,1,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,35.9670439,14.3518793,trunk,False,False,False,False,False,True,Northern,False,False,True,False,False
