article_id,url,source_name,source_url,title,subtitle,author_name,publish_date,content,top_image_url,top_image_caption,created_at,tags,categories,is_road_accident,accident_time,accident_date,accident_datetime,time_confidence,accident_is_weekend,publication_delay_hours,time_of_day_category,is_holiday,is_event,is_school_holiday
2853,https://timesofmalta.com/article/two-octogenarians-grievously-injured-car-crash.1105563,Times of Malta,https://timesofmalta.com,Two octogenarians grievously injured in car crash,The accident happened early Friday morning in Paola,Times of Malta,21/02/2025,"Two men, both aged 80, were injured when the driver lost control of his car and crashed in a wall in Paola early on Friday morning. The driver, who is from Paola, was driving a Toyota Ractis at around 7.30am when he lost control of the vehicle and crashed into a wall in Triq il-Bacir in Paola. He was accompanied by another man from the same town. Both the driver and the passenger were taken to Mater Dei Hospital by ambulance where they were certified to be suffering grievous injuries. The police are investigating.",https://cdn-attachments.timesofmalta.com/4cf6073de6cc4bbd9edeee220857f84369261d06-1740153358-90da9184-1920x1280.jpg,"The two men, both aged 80, were grievously injured. File photo: Times of Malta",2025-07-03 15:08:29.86175+00,"{Accident,National,Police}",{},1,7.30am,21/02/2025,21/02/2025 7:30,High,0,0,Morning (06:00-12:00),no,no,yes
2849,https://timesofmalta.com/article/karozzin-driver-seriously-injured-crash-car.1105565,Times of Malta,https://timesofmalta.com,Karozzin driver seriously injured in crash with a car,The accident happened in Floriana,Times of Malta,21/02/2025,A 61-year old horse-drawn carriage driver from Qormi was grievously injured when his karozzin was involved in a collision with a car in Floriana on Friday afternoon. The accident happened on Triq Nazzjonali in Floriana at around 1.30pm when the karozzin was involved in an accident with a Peugeot 508 driven by a 31-year old man from Bormla. The carriage driver was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. Police investigations are still underway.,https://cdn-attachments.timesofmalta.com/3fc7b2fa7f3c83ec5997764f1160f97ef268d93c-1740154234-4b190bd5-1920x1280.jpg,The karozzin driver was seriously injured in a collision with a car. File photo: Times of Malta,2025-07-03 15:08:28.795606+00,"{Accident,Floriana,National,Police}",{},1,1.30pm,21/02/2025,21/02/2025 13:30,High,0,0,Afternoon (12:00-18:00),no,no,yes
2792,https://timesofmalta.com/article/motorcyclist-injured-hamrun-hitandrun.1105684,Times of Malta,https://timesofmalta.com,Motorcyclist injured in Hamrun hit-and-run,Man and woman injured in Mellieha accident,Times of Malta,25/02/2025,"A motorcyclist was injured when his motorcycle was allegedly hit by a car which did not stop, the police said. The incident happened just before midnight on Monday as the Suzuki motorcycle was being driven in Triq il-Kappillan Mifsud in Hamrun. The 23-year-old motorcyclist from Sta Venera was assisted by a medical team and hospitalised. The police also reported that earlier on Monday, a man and a woman were hurt when their car crashed into a pole in Triq Marfa, Mellieħa. The accident happened at 2.15pm when a Toyota Ractis driven by a 50-year-old woman from Victoria, Gozo, crashed into an electricity pole. The woman and a 29-year-old man who was a passenger were both seriously hurt.",https://cdn-attachments.timesofmalta.com/40826e175cff353938e11c57a03053890bbe4c59-1740467074-3fcdc752-1920x1280.jpg,Three persons were injured in two traffic accidents.,2025-07-03 15:08:14.865521+00,"{National,Police,Traffic}",{},1,2.15pm,24/02/2025,24/02/2025 14:15,High,0,9.75,Afternoon (12:00-18:00),no,no,yes
2745,https://timesofmalta.com/article/biker-injured-hamrun-hitandrun-asks-public-help-track-driver.1105779,Times of Malta,https://timesofmalta.com,Biker injured in Ħamrun hit-and-run asks for help to track down driver,"Andre Spiteri, 23, is in hospital with broken ribs, punctured lungs and a dislocated shoulder",Giulia Magri,27/02/2025,"A motorcyclist has made an appeal from his hospital bed for the public to help find a hit-and run driver who left him lying injured on a Ħamrun road. Andre Spiteri suffered broken ribs, punctured lungs, a broken wrist and a dislocated shoulder when his motorcycle was hit by a van shortly after 11pm on Monday night. The crash happened on Triq il-Kappillan Mifsud, police said. The 23-year-old is recovering from his ordeal at Mater Dei hospital but the driver who fled the scene remains at large. Appealing for information, the Tarxien Rainbows goalkeeper said he doesn’t know how he survived the crash.  Spiteri next remembers lying down on the ground and struggling to breathe. “I couldn’t breathe, it was like someone was trying to choke me, and the pain started immediately,” he said. “I could see that my wrist was broken, and I tried to lift my head and the visor slightly, but I didn’t remove my helmet.” He recalled how a Syrian man rushed to his side and held his hand, while a woman who lives close by and heard the accident also stayed by his side. “They both never left my side, and the woman stayed asking me questions to see what I remembered and how I was feeling,” he said. His parents and girlfriend were in shock when they learned about the accident and are determined to get justice for him. From debris left on the scene, the van appears to be a Citroen Berlingo. The police and paramedics arrived shortly afterwards, and he was taken straight to hospital, where he still is recovering days later. Spiteri says he is thankful that his girlfriend was not with him at the time. “Eight minutes after I dropped her home, the accident happened,” he said. “My life has changed completely right now. I cannot work or practise football now, I need time to recover.” A police spokesperson said investigations are ongoing.",https://cdn-attachments.timesofmalta.com/68b9387904f57f35b733c4a72ddf5df3f2c51942-1740592633-82409231-1920x1280.jpg,Andre Spiteri before his accident.,2025-07-03 15:08:03.338504+00,"{Accident,National,Roads}",{},1,,24/02/2025,24/02/2025 0:00,Medium,0,72,Night (00:00-06:00),no,no,yes
2666,https://timesofmalta.com/article/man-left-serious-injuries-traffic-accident-marsa.1105995,Times of Malta,https://timesofmalta.com,Man left with serious injuries after traffic accident in Marsa,The Birkirkara resident is believed to have lost control of the motorcycle he was riding,Times of Malta,03/03/2025,"A man was left with serious injuries after being involved in a traffic incident in Marsa on Monday morning.   The incident happened at around 7am on Triq Aldo Moro, with initial investigations suggesting the man, a Birkirkara resident, had lost control of the Sym Symphony motorbike he was riding and fell.  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/c4f6ea176c1793135ab96e428a5b89bb3e1d2f4b-1741012896-681ba6eb-1920x1280.jpeg,The motorcyclist was taken to Mater Dei for further treatment. File photo.,2025-07-03 15:07:42.844441+00,"{Accident,Marsa,National}",{},1,7am,03/03/2025,03/03/2025 7:00,High,0,0,Morning (06:00-12:00),no,yes,yes
2658,https://timesofmalta.com/article/man-75-seriously-injured-xewkija-crash.1105968,Times of Malta,https://timesofmalta.com,"Man, 75, seriously injured in Xewkija crash",Police say the man crashed into a wall,Times of Malta,03/03/2025,"A 75-year-old man was seriously injured when he crashed into a wall on Triq l-Imġarr, Xewkija, on Monday morning. The police said the accident was reported at 7am. The man - from Għajnsielem - was driving a Daihatsu Terios.  He was rushed to the Gozo General Hospital. A magisterial inquiry and police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/a4d7962d198572d6758505ce92fff2bb93b33fe8-1740990280-5b558d92-1920x1280.jpeg,Times of Malta file photo,2025-07-03 15:07:40.831285+00,"{Accident,National,Police,Xewkija}",{},1,7am,03/03/2025,03/03/2025 7:00,High,0,0,Morning (06:00-12:00),no,yes,yes
2557,https://timesofmalta.com/article/car-hits-parked-vehicles-overturns-st-paul-bay.1106286,Times of Malta,https://timesofmalta.com,"Car hits parked vehicles, overturns in St Paul's Bay",The motorist was treated for shock,Times of Malta,09/03/2025,"A woman was treated for shock after she lost control of her car, which crashed into a parked car and a motorcycle before overturning on Saturday evening. The accident happened in Triq San Pawl, St Paul's Bay, at about 7.30pm. The motorist, a 56-year-old woman from Msida, was unhurt but treated for shock. Her Peugeot 2008 was extensively damaged.",https://cdn-attachments.timesofmalta.com/01e4ca159b551050d80e572233698d628d1abbb8-1741505808-64b1eba4-1920x1280.jpeg,The scene of the accident in St Paul's Bay.,2025-07-03 15:07:15.740798+00,"{National,Traffic}",{},1,7.30pm,08/03/2025,08/03/2025 19:30,High,1,4.5,Evening (18:00-00:00),no,no,yes
2492,https://timesofmalta.com/article/six-rushed-hospital-following-crash-bus-car-zebbug-gozo.1106525,Times of Malta,https://timesofmalta.com,"Six rushed to hospital following crash between bus and car in Żebbuġ, Gozo",The accident happened on Triq ir-Rabat,Times of Malta,13/03/2025,"Six people were rushed to hospital on Thursday following a crash between a double-decker and a car in Żebbuġ, Gozo. The police said the accident was reported at around 2.45pm on Triq ir-Rabat. The Optare bus was being driven by a 45-year-old man from Xewkija, while the vehicle - a Toyota Vitz - was being driven by a 35-year-old Egyptian national. Both drivers and four bus passengers - two men and two women aged in their 70s - were rushed to the Gozo General Hospital. While the bus driver was not injured, the car driver suffered grievous injuries.  The passengers suffered slight injuries.  Police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/7ea2396471ae6446ce7c239880586a92c6ce3a71-1741889557-c2189a1a-1920x1280.jpg,Photo: Malta Police Force,2025-07-03 15:06:59.361825+00,"{Accident,Gozo,Health,National,Police}",{},1,2.45pm,13/03/2025,13/03/2025 14:45,High,0,0,Afternoon (12:00-18:00),no,no,yes
2452,https://timesofmalta.com/article/truck-overturns-rabat-spilling-load.1106545,Times of Malta,https://timesofmalta.com,"Driver injured after his truck overturns in Rabat, load spilled across road",Triq Buqana closed to traffic in both directions,Times of Malta,14/03/2025,"Updated: 3.30pm A truck driver was grievously injured when his vehicle overturned, spilling an entire load of construction sand across the road near Mdina on Friday morning. The accident happened on Triq Buqana in Rabat at around 10am. The spillage caused both carriageways of the main road leading to Mġarr to be closed to traffic. The driver of the DAC truck - a 35-year-old man from Marsascala - was taken to hospital by ambulance.  In a Facebook post, Transport Malta announced it had closed the road in both directions until the vehicle and the sand were cleared away.  ROTA urges segregation of high-speed traffic, bicycles  In a statement on Friday afternoon, bicycle advocacy group ROTA said the crash flagged the urgent need for better road safety measures, particularly for bicycle users. The truck, the NGO said, ended up within the bicycle lane, where, had there been a bicycle user, they could have been fatally injured. ""The current road design offers no protection for cyclists, and this tragic event highlights the pressing need for proper segregation between high-speed traffic and vulnerable road users, particularly those on bicycles,"" ROTA said. The need for protected bicycle lanes is not just a local issue - the matter has also been flagged in international road safety guidelines such as the CROW guidelines. These guidelines emphasise the importance of segregation in high-speed areas and the need for roads that are forgiving of human error, the group noted. ""In simple terms, we must ensure that the consequences of mistakes – whether made by a driver or a cyclist – are not fatal. Sadly, Malta is still without a legally binding national cycling policy that will outline clear standards for the design and implementation of safe and effective bicycle lanes. ""We cannot allow cyclists to be subjected to what is, at best, a makeshift effort that often amounts to nothing more than a splash of green paint and some rumble strips. It is not enough. Bicycle lanes need to be designed to protect cyclists – physically separated from traffic in high-speed areas, with sufficient space and barriers to prevent accidents.""",https://cdn-attachments.timesofmalta.com/e1a151bcbb03544ea8731d738198b7c5456e6ef0-1741945886-550d5246-1920x1280.jpeg,Construction sand spills on to the road.,2025-07-03 15:06:49.726435+00,"{Accident,National,Rabat}",{},1,10am,14/03/2025,14/03/2025 10:00,High,0,0,Morning (06:00-12:00),no,no,yes
2461,https://timesofmalta.com/article/three-taken-hospital-precaution-following-ghajn-dwieli-crash.1106602,Times of Malta,https://timesofmalta.com,Three taken to hospital as a precaution following Għajn Dwieli crash,Friday night incident causes damage to three parked cars,Times of Malta,15/03/2025,"Three people were taken to hospital with minor injuries following a crash on Triq Għajn Dwieli on Friday night that also damaged three parked cars. The incident in Paola was reported to the police at around 10.30pm, a police spokesperson told Times of Malta. The road leading to Cottonera was temporarily closed as a result.  It involved a Renault Captur driven by  34-year-old Kalkara man and BMW 525 driven by a male 39-year-old from Birkirkara. The driver of the Renault was slightly injured in the incident while the BMW driver was taken to hospital but discharged with no injuries. A 24-year-old woman from St Paul’s Bay who was riding in the BMW’s passenger seat was also taken to hospital for treatment. No information about her medical condition was available at the time of publication but she is not in any danger, the police said.",https://cdn-attachments.timesofmalta.com/9c49207bdc24f00df4a5b09ffacf5dd4f37f8ccf-1742018377-62e02584-1920x1280.jpeg,An ambulance at the scene.,2025-07-03 15:06:51.940708+00,"{Accident,National,Paola}",{},1,10.30pm,14/03/2025,14/03/2025 22:30,High,0,1.5,Evening (18:00-00:00),no,no,yes
2419,https://timesofmalta.com/article/two-pedestrians-injured-zebbug.1106660,Times of Malta,https://timesofmalta.com,Two pedestrians injured in Żebbuġ,They were hit by a car on Vjal il-Ħelsien,Times of Malta,16/03/2025,"A man and a woman were injured on Sunday when hit by a car on Vjal il-Ħelsien, Żebbuġ. The police said the accident was reported at 8am. The 64-year-old woman and 68-year-old man, both from Żebbuġ, were hit by a Peugeot 306 driven by a 59-year-old man from the same locality. The two were rushed to Mater Dei Hospital where the woman was found to have suffered grievous injuries while the man was slightly injured. Police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/a4d7962d198572d6758505ce92fff2bb93b33fe8-1742140953-c38d2974-1920x1280.jpeg,Photo: Times of Malta,2025-07-03 15:06:41.25538+00,"{Accident,National,Police,""Żebbuġ (Malta)""}",{},1,8am,16/03/2025,16/03/2025 8:00,High,1,0,Morning (06:00-12:00),no,no,yes
2409,https://timesofmalta.com/article/motorcyclist-seriously-injured-fall-off-bike.1106654,Times of Malta,https://timesofmalta.com,Motorcyclist seriously injured in fall off bike,The accident was reported at 8am on the Coast Road,Times of Malta,16/03/2025,"A 40-year-old motorcyclist was seriously injured on Sunday morning when he fell off his bike on the Coast Road.  The police said the accident was reported at around 8am on Triq Tul il-Kosta in Naxxar. The man, from Żabbar, was driving a Honda CBR. A magisterial inquiry and police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/c8bc841a6ef73e0e500e9474719605f5048b0a21-1742127744-1228774c-1920x1280.jpeg,File photo: Times of Malta,2025-07-03 15:06:38.631329+00,"{Accident,National,Naxxar,Police}",{},1,8am,16/03/2025,16/03/2025 8:00,High,1,0,Morning (06:00-12:00),no,no,yes
2301,https://timesofmalta.com/article/motorcyclist-critically-hurt-crash-bus-ghajnsielem-mgarr-road.1106962,Times of Malta,https://timesofmalta.com,Motorcyclist critically hurt in crash with bus on Għajnsielem's Mġarr Road,32-year-old transferred from Gozo General Hospital to Mater Dei,Times of Malta,22/03/2025,"A motorcyclist was critically injured when he collided with a bus at an accident blackspot in Għajnsielem early on Saturday morning. The biker, a 32-year-old man from Victoria, was riding a Yamaha motorcycle on Triq l-Imġarr at 5.45am when he crashed with an Otokar bus being driven by a 31-year-old man from St Paul’s Bay. A medical team was called to the site and rushed the victim to Gozo General Hospital for treatment. Doctors there certified him as being seriously injured and he was subsequently transferred to Mater Dei Hospital for further treatment. Magistrate Brigitte Sultana is leading an inquiry into the case.",https://cdn-attachments.timesofmalta.com/872915cfaf63476cb5639b864ac12b94ea0749fd-1742638252-9b1f2cd3-1920x1280.jpeg,The man was transferred to Mater Dei Hospital for further treatment.,2025-07-03 15:06:11.308716+00,"{Accident,Għajnsielem,Gozo,National}",{},1,5.45am,22/03/2025,22/03/2025 5:45,High,1,0,Night (00:00-06:00),no,no,yes
2259,https://timesofmalta.com/article/woman-seriously-injured-nadur-traffic-accident.1106987,Times of Malta,https://timesofmalta.com,Woman seriously injured in Nadur traffic accident,"The accident saw a BMW and an ERF truck collide, police said",Times of Malta,22/03/2025,"A woman was left with serious injuries following a traffic accident in Nadur on Saturday afternoon. The accident, which occurred on Triq ir-Rabat at around 1.30pm, saw the BMW driven by the woman, a 43-year-old Sannat resident, involved a collision with an ERF truck driven by a 26-year-old man from Xewkija. A medical team attended the scene and the woman was taken to Gozo General Hospital for further treatment, where her injuries were certified as serious.  Investigations into the incident are ongoing.",https://cdn-attachments.timesofmalta.com/72b71589f64c677325f9a5835c0fcd5af4b0a2d1-1742663806-3f169718-1920x1280.jpeg,The woman was taken to Gozo General Hospital for treatment. File photo.,2025-07-03 15:06:00.97719+00,"{Accident,Gozo,Nadur,National,Traffic}",{},1,1.30pm,22/03/2025,22/03/2025 13:30,High,1,0,Afternoon (12:00-18:00),no,no,yes
2157,https://timesofmalta.com/article/cyclist-grievously-injured-collision-truck.1107323,Times of Malta,https://timesofmalta.com,Cyclist grievously injured in collision with a truck,The accident happened in San Gwann,Times of Malta,28/03/2025,A 33-year-old Italian cyclist was grievously injured on Friday morning in a collision with a truck in San Gwann. A police spokesperson said the accident happened at 10.45am in Triq tal-Balal involving a DAF truck driven by a 32-year-old man from Mosta and the cyclist. The cyclist was treated by emergency services on site and taken to Mater Dei Hospital by ambulance where he was certified to be suffering from grievous injuries. Police investigations are under way.,https://cdn-attachments.timesofmalta.com/4cf6073de6cc4bbd9edeee220857f84369261d06-1743172617-56ec6bf5-1920x1280.jpg,An Italian cyclist was grievously injured in a collision with a truck. File photo: Times of Malta,2025-07-03 15:05:35.607816+00,"{Accident,Cycling,National}",{},1,10.45am,28/03/2025,28/03/2025 10:45,High,0,0,Morning (06:00-12:00),no,no,yes
2080,https://timesofmalta.com/article/elderly-woman-hit-car-naxxar.1107489,Times of Malta,https://timesofmalta.com,Elderly woman hit by car in Naxxar,The accident happened in St Paul Street,Times of Malta,01/04/2025,"An 87-year-old woman is in hospital after having been hit by a car in Naxxar on Tuesday morning. The accident happened at 9am in St Paul Street. The driver, a 30-year-old man from Fgura, was unhurt. The police said the woman was seriously injured.",https://cdn-attachments.timesofmalta.com/40826e175cff353938e11c57a03053890bbe4c59-1743517851-c0369d2c-1920x1280.jpg,A woman was hit by a car in Naxxar.,2025-07-03 15:05:15.233745+00,"{National,Naxxar,Traffic}",{},1,9am,01/04/2025,01/04/2025 9:00,High,0,0,Morning (06:00-12:00),no,no,yes
2101,https://timesofmalta.com/article/driver-gets-four-years-killing-passenger-2017-car-crash.1107469,Times of Malta,https://timesofmalta.com,Driver jailed for four years for killing passenger in 2017 car crash,"Jane Mary Turner, 45, died on site",Monique Agius,01/04/2025,"A 48-year-old man has been jailed for four years for causing the death of a passenger in his car during a collision in August 2017. St Paul’s Bay resident Godfrey Gambin was charged with the involuntary homicide of Jane Mary Turner, 45. He was also accused of causing involuntary bodily harm on another driver, causing damages to the other car and violating traffic rules. Police sergeant Denise Camilleri told the court that she was stationed at Mosta Police Station on August 20 2017 when she got the call about a collision on Triq Sir Temi Zammit in Mġarr. The sergeant went on site and found Gambin’s car had overturned, the driver was standing outside and had blood over him. Turner, who was inside Gambin’s car, died on site. The other vehicle was on the pavement in the opposite direction. Gambin was hospitalised and was in intensive care for some time. The other driver told the court that he was going to Għadira and was driving towards Mġarr when he saw an oncoming car coming in the opposite direction in his lane. He had no time to avoid the collision and Gambin crashed his vehicle into the man’s car.  The vehicle spun twice before ending up on the pavement. The windscreen shattered. The driver recalled that when he got out of his car, he found Gambin’s car overturned and the female passenger dead on site. The court, presided over by magistrate Caroline Farrugia Frendo, found Gambin guilty and jailed him for four years. He was fined €11,600 and his driving licence was suspended for three months as from 2 April 2025. Gambin was also ordered to pay €2,975.91 in court expenses. Inspector Godwin Scerri prosecuted.",https://cdn-attachments.timesofmalta.com/f3238492d780396c1c45082f3f8b309439ac7079-1743508465-1aa09849-1920x1280.jpg,The scene of the August 2017 tragedy.,2025-07-03 15:05:21.187753+00,"{Accident,Court,Mġarr,National}",{},1,,01/04/2025,01/04/2025 0:00,Low,0,0,Night (00:00-06:00),no,no,yes
2092,https://timesofmalta.com/article/architects-urge-10year-inspections-two-balconies-collapse-week.1107450,Times of Malta,https://timesofmalta.com,Architects urge 10-year inspections after two balconies collapse in a week,BCA confirms construction site was not to blame for Qawra collapse,Matthew Bonanno,01/04/2025,"The Kamra tal-Periti has renewed its call for buildings to be inspected for structural issues every 10 years after two separate balconies collapsed last week. The first collapse happened in Qawra in the early hours of Monday morning, just two hours after the owner of a popular bar on Imrejkba Street had called last orders and closed for the night.  The balcony of the third-floor apartment fell onto the second-floor apartment’s balcony, causing both to crash down onto the bar’s terrace below. Two days later, a stone balcony in Żabbar collapsed onto the pavement below. No one was injured in either incident. The block where the Qawra collapse occurred is located next door to a construction site where 39 apartments and 33 garages are being developed. Following the collapse, the Building and Construction Authority (BCA) issued a stop works notice for the site. However, the notice was reversed soon after and works were allowed to continue. On Thursday, the BCA confirmed that after a professional assessment, it had deemed that work on the site was not responsible for the collapse of the balconies.  The architect said regular inspections were part of a wider overhaul of the regulatory processes and standards involved in the building and construction industry that the chamber had been working on. Point 10 of these proposals calls for “post-occupancy checks and audits to be undertaken as pre-determined by the Building and Construction Authority to ensure the continued compliance of the structure with building regulations”. Such checks, Pizzuto said, could also include compliance with fire safety regulations, as well as the electrical wiring and lifts of a property. “How often these checks occur, and whether they are also carried out on existing buildings is something the government would have to decide on. Ultimately, it has to weigh the cost of carrying out such inspections against the risk of further collapses,” he said, adding that disused buildings and those located near the sea should be checked even more frequently.",https://cdn-attachments.timesofmalta.com/01a4361c1d9a9464ec6cfbff9a0bbf74c908b960-1743439651-32749ebd-1920x1280.jpg,"Debris in High Street, Sliema, after a balcony collapsed in 2021. Photo: Jonathan Borg",2025-07-03 15:05:18.679446+00,"{Accident,Architecture,Construction,National}",{},1,,27/03/2025,27/03/2025 0:00,Medium,0,120,Night (00:00-06:00),no,no,yes
1989,https://timesofmalta.com/article/motorcyclist-injured-attard-crash.1107749,Times of Malta,https://timesofmalta.com,Motorcyclist injured in Attard crash,The accident happened at about 8.30am,Times of Malta,06/04/2025,"A motorcyclist was seriously injured when his Kawasaki was involved in a collision with a car in Attard on Sunday. The accident happened at 8.30am in Triq Zafran. The 31-year-old from Birkirkara was given first aid by an ambulance crew before being taken to hospital.   The car, a Toyota Passo, was being driven by a 19-year-old woman from Birkirkara, who was unhurt.   The police are investigating.",https://cdn-attachments.timesofmalta.com/4684d7ad356f434e660051789a61810d2150b829-1743925500-005f2ac5-1920x1280.jpeg,The scene of the traffic accident in Attard. (Antoinette Sinnas),2025-07-03 15:04:51.303053+00,"{Attard,National,Traffic}",{},1,8.30am,06/04/2025,06/04/2025 8:30,High,1,0,Morning (06:00-12:00),no,no,yes
1967,https://timesofmalta.com/article/motorcyclist-injured-second-sunday-accident.1107777,Times of Malta,https://timesofmalta.com,Motorcyclist injured in second Sunday accident,"Collision in Triq Buqana, near Rabat",Times of Malta,07/04/2025,"A motorcyclist was injured late on Sunday in a collision with a car, the second such incident of the day. The accident happened at 8.45pm in Triq Buqana, the road below Rabat, and involved a Kia Avella car driven by a 25-year-old man from Santa Luċija and a Kymco Agility motorcycle driven by a 41-year-old man from  Birkirkara. The motorcyclist was seriously injured and is receiving hospital treatment, the police said. The earlier accident took place at 8.30am in Triq Zufran, Attard and also involved a collision between a car and a motorcycle.",https://cdn-attachments.timesofmalta.com/84867a7c575a5797e3522cac2a66683b557390c8-1744004600-013a49b3-1920x1280.jpg,A motorcyclist was injured in an accident near Rabat.,2025-07-03 15:04:45.71008+00,"{National,Traffic}",{},1,8.45pm,06/04/2025,06/04/2025 20:45,High,1,3.25,Evening (18:00-00:00),no,no,yes
1882,https://timesofmalta.com/article/man-53-seriously-injured-restoration-works-pieta-building.1108056,Times of Malta,https://timesofmalta.com,"Man, 53, seriously injured during restoration works in Pietà building","Police, Occupational Health and Safety Authority are investigating",Times of Malta,11/04/2025,"A 53-year-old man was seriously injured on Friday while carrying out restoration work in a Pietà building. The police said the Moroccan national from St Paul's Bay was injured at around 1pm. The accident was reported in a building on Triq San Luqa in Pietà. He was rushed to Mater Dei Hospital, were it transpired he had suffered serious injuries. Investigations by the police and the Occupational Health and Safety Authority are ongoing.",https://cdn-attachments.timesofmalta.com/c05bd6c498cf195e51fffad750b569b46ff17fff-1744381423-84322703-1920x1280.jpeg,File photo: Times of Malta,2025-07-03 15:04:24.247461+00,"{Accident,Health,National,Pietà,Police}",{},1,1pm,11/04/2025,11/04/2025 13:00,High,0,0,Afternoon (12:00-18:00),no,no,yes
1856,https://timesofmalta.com/article/six-people-including-tourists-hospitalised-following-crash-coast-road.1108129,Times of Malta,https://timesofmalta.com,"Six people, including tourists, hospitalised following crash on Coast Road",One of the injured people suffered serious injuries,Times of Malta,13/04/2025,"Updated Monday 8.55am Six people were hospitalised - one with serious injuries - following a crash involving a double-decker bus on the Coast Road. The police told Times of Malta that an accident involving two vehicles - a Volvo 37 bus and a Jaguar XF - was reported at 3.15pm. The bus was being driven by a 39-year-old man - a Kenyan national from Żurrieq. He was rushed to Mater Dei hospital together with three passengers, one of whom is 79 years old. All four suffered slight injuries.  An 81-year-old man from Żebbuġ was driving the Jaguar. In the car with him, there was an 80-year-old woman from Żebbuġ.  Both of them were rushed to hospital, where the female passenger was certified as having suffered serious injuries. The male driver suffered slight injuries. A magisterial inquiry and police investigations are ongoing.",https://cdn-attachments.timesofmalta.com/d318ce79b46b94b291cf53a660165932dda7b935-1744554953-69bca214-1920x1280.jpg,Photo: Facebook/James Michael,2025-07-03 15:04:17.672589+00,"{Accident,National,Police}",{},1,3.15pm,13/04/2025,13/04/2025 15:15,High,1,0,Afternoon (12:00-18:00),no,no,yes
1860,https://timesofmalta.com/article/man-grievously-injured-birzebbuga-crash.1108143,Times of Malta,https://timesofmalta.com,Man grievously injured in Birżebbuġa crash,Accident reported on Sunday at 5.45pm,Times of Malta,14/04/2025,A 41-year-old driver from Gudja was grievously injured late on Sunday afternoon in a crash in Birżebbuġa. The police said the accident was reported on Triq Birżebbuġa at 5.45pm. It involved two cars - a Smart driven by the man and a Toyota Passo driven by a 36-year-old woman from Żabbar. Police investigations are ongoing.,https://cdn-attachments.timesofmalta.com/c05bd6c498cf195e51fffad750b569b46ff17fff-1744618668-8289ce6c-1920x1280.jpeg,File photo: Times of Malta,2025-07-03 15:04:18.718703+00,"{Accident,Birżebbuġa,National,Police}",{},1,5.45pm,13/04/2025,13/04/2025 17:45,High,1,6.25,Afternoon (12:00-18:00),no,no,yes
1822,https://timesofmalta.com/article/worker-injured-scaffolding-collapsed-msida-creek-project.1108227,Times of Malta,https://timesofmalta.com,Scaffolding collapse at Msida Creek Project leaves worker injured,Triq Mikiel Anton Vassalli is currently closed off,Giulia Magri,15/04/2025,"A 33-year-old man was taken to hospital after a scaffolding collapse as works are undergoing on the Msida Creek Project.  A police spokesperson said the accident happened at around 11am on Tuesday, when scaffolding on Triq Mikiel Anton Vassalli (Regional Road) collapsed. The construction worker, a 33-year-old Luqa resident was taken to Mater Dei Hospital.  In a statement, Infrastructure Malta said the worker sustained ""minor"" injuries and is responsive.  The three-year infrastructure project, which aims to ease traffic on one of the country's busiest roads, got underway in November last year.  Works so far have included concrete piling and sheet piles to delineate and create the opening of a water canal. Some of the concrete piles and columns for the flyover are also in place. The flyover will take traffic from Msida to Tal-Qroqq.",https://cdn-attachments.timesofmalta.com/76a927b460ccea1fdd14594bc75a0389854c4f9e-1744712767-8bd08117-1920x1280.jpeg,The scaffolding fell during works on the Msida Creek Project. Photo: Jonathan Borg,2025-07-03 15:04:08.695164+00,"{Accident,Msida,National,Police}",{},1,11am,15/04/2025,15/04/2025 11:00,High,0,0,Morning (06:00-12:00),no,no,yes
1808,https://timesofmalta.com/article/motorcyclist-injured-threevehicle-collision-marsa.1108218,Times of Malta,https://timesofmalta.com,Motorcyclist grievously injured in three-vehicle collision in Marsa,The accident happened on Aldo Moro Street,Times of Malta,15/04/2025,Updated 12.50pm A motorcyclist was grievously injured after being involved in a three-vehicle collision with a car and a van in Marsa on Tuesday morning. A police spokesperson told Times of Malta the accident happened at 8.50am on Triq Aldo Moro in the direction of Valletta. A 36-year-old man riding a Yamaha motorbike was involved in a collision with a Hyundai Kona car driven by a 53-year-old man from Zabbar and an Isuzu Elf van driven by a 52-year-old man from Fgura. The motorcyclist was taken to Mater Dei Hospital where he was found to be suffering from grievous injuries. The drivers of the other two vehicles were not injured in the accident. Traffic in the area was slow moving immediately after the accident but the road remains open.,https://cdn-attachments.timesofmalta.com/c1c2379fbe6df867ed9b75595233c35729d7ac62-1744714347-954d1e1a-1920x1280.jpg,A motorcyclist was injured in a three-vehicle collision in Marsa on Tuesday. Photo: Malta Police Force,2025-07-03 15:04:04.384015+00,"{Accident,Marsa,National}",{},1,8.50am,15/04/2025,15/04/2025 8:50,High,0,0,Morning (06:00-12:00),no,no,yes
